Crop,State,Season,Quantity (kg),Price per kg (₹),Total Value (₹)
Maize,Punjab,Kharif,1655,21.27,35208.62
Soybean,Gujarat,Rabi,1486,33.09,49168.28
Cotton,Gujarat,Kharif,717,23.16,16606.21
Cotton,Maharashtra,Rabi,3821,33.93,129641.55
Wheat,Gujarat,Rabi,2486,16.42,40813.0
Rice,Karnataka,Rabi,2231,27.19,60660.58
Maize,Gujarat,Rabi,3256,33.58,109348.97
Maize,Maharashtra,Rabi,854,15.48,13215.95
Wheat,Maharashtra,Kharif,2915,28.1,81910.99
Maize,Karnataka,Kharif,528,30.09,15884.96
Rice,Karnataka,Rabi,2561,21.05,53907.31
Rice,Maharashtra,Kharif,4542,34.91,158574.93
Rice,Punjab,Kharif,1697,29.22,49582.7
Rice,Gujarat,Kharif,1557,16.74,26068.53
Cotton,Tamil Nadu,Kharif,2033,16.47,33487.51
Soybean,Maharashtra,Rabi,1979,24.91,49298.62
Cotton,Punjab,Kharif,3247,25.57,83032.9
Soybean,Karnataka,Rabi,3060,24.7,75569.68
Soybean,Tamil Nadu,Rabi,772,19.84,15315.13
Wheat,Punjab,Kharif,4155,34.3,142497.67
Wheat,Karnataka,Rabi,2770,20.09,55648.28
Cotton,Maharashtra,Rabi,1430,17.51,25043.2
Maize,Karnataka,Kharif,681,18.07,12308.27
Wheat,Karnataka,Rabi,4878,30.83,150388.7
Maize,Punjab,Kharif,1677,16.73,28050.81
Rice,Maharashtra,Kharif,3428,31.08,106558.51
Wheat,Gujarat,Kharif,3234,28.02,90600.56
Wheat,Tamil Nadu,Kharif,4492,25.21,113248.18
Maize,Tamil Nadu,Kharif,4997,29.14,145603.52
Wheat,Punjab,Rabi,3747,22.28,83471.39
Soybean,Tamil Nadu,Kharif,4182,28.21,117994.07
Cotton,Karnataka,Kharif,4557,26.18,119320.61
Wheat,Karnataka,Kharif,2530,27.92,70631.34
Rice,Tamil Nadu,Rabi,2332,33.08,77147.15
Soybean,Karnataka,Kharif,2978,25.59,76216.69
Soybean,Karnataka,Rabi,3503,26.9,94218.56
Cotton,Gujarat,Rabi,2758,25.18,69451.71
Wheat,Gujarat,Kharif,1439,29.29,42145.43
Maize,Maharashtra,Kharif,1036,23.65,24506.0
Wheat,Maharashtra,Rabi,680,22.4,15233.73
Soybean,Karnataka,Rabi,1096,22.33,24473.53
Wheat,Punjab,Rabi,1163,23.56,27401.31
Rice,Maharashtra,Kharif,1003,15.97,16022.51
Rice,Maharashtra,Kharif,1002,31.09,31151.25
Wheat,Gujarat,Kharif,4890,20.2,98762.93
Cotton,Punjab,Kharif,1870,26.24,49076.95
Soybean,Maharashtra,Kharif,1645,22.0,36187.08
Soybean,Karnataka,Rabi,3034,17.62,53457.6
Rice,Tamil Nadu,Rabi,504,17.46,8801.99
Soybean,Gujarat,Kharif,624,26.09,16278.65
Rice,Gujarat,Kharif,4188,28.38,118873.94
Soybean,Tamil Nadu,Rabi,3650,34.02,124177.6
Soybean,Punjab,Rabi,715,34.63,24758.71
Soybean,Punjab,Kharif,2234,18.48,41282.1
Rice,Gujarat,Kharif,4998,18.54,92639.61
Cotton,Gujarat,Kharif,1399,23.94,33491.81
Maize,Karnataka,Kharif,2706,20.13,54471.17
Soybean,Tamil Nadu,Rabi,1931,20.17,38953.2
Soybean,Gujarat,Kharif,4220,30.31,127908.91
Wheat,Maharashtra,Kharif,4203,17.09,71844.13
Cotton,Maharashtra,Rabi,4677,23.6,110392.25
Soybean,Karnataka,Rabi,4141,20.69,85666.19
Soybean,Karnataka,Kharif,2156,18.33,39521.69
Wheat,Gujarat,Kharif,814,27.86,22676.86
Wheat,Gujarat,Rabi,966,24.53,23699.16
Soybean,Maharashtra,Kharif,1403,24.74,34705.23
Wheat,Maharashtra,Kharif,2764,28.22,77987.41
Wheat,Gujarat,Kharif,1228,20.44,25099.45
Wheat,Tamil Nadu,Rabi,4760,30.83,146743.85
Soybean,Gujarat,Rabi,3562,28.77,102466.21
Cotton,Tamil Nadu,Rabi,2379,16.9,40213.15
Cotton,Punjab,Kharif,4577,17.69,80959.91
Rice,Maharashtra,Kharif,1055,22.14,23361.17
Soybean,Tamil Nadu,Rabi,944,20.89,19717.5
Soybean,Maharashtra,Kharif,4954,26.67,132120.54
Wheat,Tamil Nadu,Rabi,3239,17.39,56336.4
Rice,Punjab,Rabi,3584,15.91,57018.51
Maize,Karnataka,Kharif,2554,30.43,77716.88
Wheat,Gujarat,Kharif,1014,23.33,23652.83
Wheat,Karnataka,Rabi,4547,18.61,84611.38
Cotton,Gujarat,Kharif,1494,23.16,34598.22
Soybean,Karnataka,Rabi,4847,17.57,85147.73
Wheat,Karnataka,Kharif,754,33.68,25393.31
Soybean,Punjab,Rabi,4302,29.92,128700.93
Rice,Tamil Nadu,Rabi,3622,19.39,70239.45
Wheat,Punjab,Rabi,2856,22.71,64864.33
Cotton,Punjab,Rabi,1320,30.12,39762.12
Wheat,Maharashtra,Kharif,4989,30.13,150335.05
Cotton,Tamil Nadu,Kharif,3197,16.03,51252.75
Cotton,Maharashtra,Kharif,3549,22.06,78286.1
Soybean,Tamil Nadu,Kharif,3132,22.08,69151.67
Wheat,Gujarat,Kharif,4908,27.06,132826.23
Maize,Karnataka,Rabi,3975,20.8,82688.04
Cotton,Punjab,Kharif,2354,34.21,80527.92
Maize,Tamil Nadu,Kharif,3854,24.22,93356.68
Cotton,Karnataka,Kharif,3609,27.0,97430.94
Wheat,Tamil Nadu,Rabi,4651,28.41,132118.93
Rice,Karnataka,Rabi,771,23.29,17957.95
Rice,Maharashtra,Kharif,4100,22.11,90633.61
Cotton,Gujarat,Kharif,3695,19.15,70766.72
Rice,Maharashtra,Rabi,4403,24.9,109638.4
Rice,Karnataka,Rabi,3440,31.77,109303.41
Cotton,Gujarat,Kharif,2402,23.89,57389.04
Rice,Gujarat,Kharif,4148,33.56,139187.22
Soybean,Karnataka,Kharif,2661,24.35,64805.4
Soybean,Maharashtra,Kharif,504,18.44,9294.41
Rice,Gujarat,Kharif,3325,32.49,108030.91
Rice,Karnataka,Kharif,4264,26.19,111663.44
Soybean,Tamil Nadu,Kharif,4698,23.42,110010.54
Wheat,Maharashtra,Rabi,1182,30.56,36117.41
Rice,Tamil Nadu,Rabi,1301,26.14,34006.72
Rice,Karnataka,Rabi,2018,28.45,57402.42
Rice,Punjab,Kharif,3495,24.84,86814.23
Soybean,Punjab,Kharif,1169,34.43,40252.98
Cotton,Punjab,Rabi,3110,33.22,103329.63
Rice,Tamil Nadu,Rabi,2629,22.31,58644.95
Cotton,Punjab,Rabi,771,33.4,25754.09
Maize,Gujarat,Kharif,2255,33.57,75709.12
Soybean,Karnataka,Kharif,1880,28.36,53307.57
Rice,Gujarat,Rabi,1468,16.76,24597.66
Maize,Gujarat,Kharif,3232,22.63,73137.93
Soybean,Tamil Nadu,Kharif,1380,17.71,24440.77
Wheat,Tamil Nadu,Kharif,2698,21.26,57346.24
Maize,Maharashtra,Kharif,2763,20.31,56103.81
Soybean,Karnataka,Kharif,4334,15.63,67729.82
Maize,Tamil Nadu,Rabi,986,22.35,22033.42
Cotton,Tamil Nadu,Kharif,3389,34.8,117929.33
Maize,Maharashtra,Kharif,4275,24.14,103196.25
Rice,Gujarat,Kharif,4034,24.46,98655.89
Wheat,Punjab,Kharif,1470,22.21,32641.91
Wheat,Gujarat,Rabi,2010,25.67,51588.58
Maize,Tamil Nadu,Kharif,3463,16.11,55790.87
Maize,Tamil Nadu,Kharif,2237,18.87,42215.3
Wheat,Gujarat,Kharif,993,28.04,27839.85
Rice,Tamil Nadu,Rabi,3595,24.98,89809.14
Maize,Tamil Nadu,Rabi,4720,30.05,141824.01
Maize,Maharashtra,Kharif,2858,23.53,67244.51
Maize,Punjab,Rabi,657,34.94,22956.36
Cotton,Punjab,Rabi,4702,30.53,143541.48
Rice,Gujarat,Kharif,1536,31.2,47916.7
Maize,Tamil Nadu,Rabi,1158,31.7,36706.57
Cotton,Punjab,Kharif,800,34.46,27568.7
Maize,Maharashtra,Rabi,3234,20.2,65320.9
Rice,Tamil Nadu,Rabi,1817,23.12,42001.13
Wheat,Karnataka,Kharif,1577,20.05,31618.82
Cotton,Tamil Nadu,Kharif,695,21.1,14662.7
Wheat,Maharashtra,Kharif,1178,29.06,34230.24
Rice,Punjab,Kharif,4253,28.26,120201.06
Wheat,Tamil Nadu,Rabi,2950,17.51,51653.04
Maize,Maharashtra,Kharif,2704,25.91,70056.21
Wheat,Gujarat,Rabi,4069,30.71,124965.37
Maize,Gujarat,Kharif,3348,29.98,100358.54
Soybean,Punjab,Rabi,2525,23.77,60026.61
Wheat,Tamil Nadu,Kharif,1784,23.28,41532.66
Cotton,Karnataka,Kharif,4239,26.03,110350.62
Wheat,Punjab,Kharif,560,18.84,10552.57
Maize,Karnataka,Kharif,4451,33.58,149461.12
Maize,Punjab,Rabi,3977,15.27,60745.9
Soybean,Gujarat,Kharif,1696,24.69,41882.28
Maize,Punjab,Kharif,3007,22.84,68673.94
Soybean,Punjab,Kharif,2829,20.06,56753.48
Soybean,Tamil Nadu,Kharif,2810,17.76,49918.9
Maize,Punjab,Kharif,548,21.12,11574.73
Wheat,Tamil Nadu,Rabi,672,31.87,21414.78
Cotton,Gujarat,Kharif,2513,20.41,51288.57
Soybean,Tamil Nadu,Kharif,3790,15.1,57223.99
Rice,Tamil Nadu,Rabi,4944,27.86,137736.98
Cotton,Gujarat,Kharif,1594,27.7,44152.04
Rice,Karnataka,Kharif,3093,28.86,89251.86
Maize,Tamil Nadu,Kharif,4342,15.3,66417.15
Cotton,Maharashtra,Rabi,774,26.45,20472.15
Rice,Punjab,Rabi,2005,17.83,35745.49
Wheat,Punjab,Kharif,1369,30.91,42311.24
Soybean,Karnataka,Rabi,2787,22.86,63720.47
Wheat,Gujarat,Rabi,2949,21.57,63612.73
Maize,Tamil Nadu,Kharif,863,20.37,17583.29
Maize,Punjab,Kharif,4773,29.04,138630.83
Maize,Punjab,Kharif,4034,17.02,68653.18
Cotton,Maharashtra,Kharif,3186,31.48,100290.03
Rice,Punjab,Rabi,848,23.65,20051.22
Soybean,Gujarat,Rabi,2813,30.33,85332.06
Maize,Punjab,Rabi,1560,27.82,43396.24
Cotton,Maharashtra,Kharif,4718,28.98,136724.9
Rice,Gujarat,Kharif,927,19.57,18137.4
Wheat,Maharashtra,Kharif,513,20.8,10671.63
Rice,Gujarat,Rabi,2170,30.99,67256.13
Cotton,Gujarat,Rabi,3055,19.85,60634.24
Wheat,Punjab,Kharif,1430,18.6,26602.34
Wheat,Tamil Nadu,Rabi,723,26.8,19374.48
Maize,Punjab,Rabi,1660,15.89,26374.09
Rice,Tamil Nadu,Kharif,3672,24.34,89364.25
Soybean,Tamil Nadu,Kharif,2612,25.66,67022.7
Wheat,Tamil Nadu,Kharif,4182,19.01,79479.9
Soybean,Gujarat,Kharif,4717,33.97,160220.64
Wheat,Maharashtra,Rabi,1808,20.42,36916.31
Rice,Maharashtra,Rabi,511,22.12,11303.6
Soybean,Gujarat,Rabi,4602,29.07,133796.46
Maize,Tamil Nadu,Rabi,3879,16.27,63115.59
Maize,Punjab,Kharif,2550,20.32,51811.01
Maize,Punjab,Rabi,4752,32.33,153633.6
Cotton,Gujarat,Kharif,4520,24.1,108912.68
Soybean,Gujarat,Kharif,3180,20.35,64717.87
Maize,Karnataka,Kharif,2139,34.59,73993.89
Wheat,Maharashtra,Rabi,3850,17.64,67910.02
Rice,Punjab,Kharif,3779,25.05,94650.72
Maize,Karnataka,Kharif,4483,27.82,124725.03
Cotton,Karnataka,Kharif,3110,29.53,91841.02
Maize,Punjab,Rabi,3666,18.85,69095.64
Rice,Karnataka,Kharif,4798,31.7,152078.67
Rice,Karnataka,Rabi,2608,18.5,48241.49
Rice,Punjab,Kharif,3155,21.88,69037.47
Maize,Gujarat,Kharif,3225,18.62,60033.86
Wheat,Maharashtra,Kharif,549,20.31,11151.95
Soybean,Karnataka,Rabi,2485,28.12,69876.7
Cotton,Tamil Nadu,Kharif,3383,31.81,107622.12
Wheat,Karnataka,Kharif,2333,22.85,53318.58
Maize,Tamil Nadu,Rabi,3096,19.16,59326.5
Wheat,Tamil Nadu,Kharif,4521,26.57,120134.51
Wheat,Gujarat,Rabi,3680,16.06,59109.06
Cotton,Karnataka,Rabi,3867,32.8,126856.58
Soybean,Maharashtra,Rabi,4262,30.54,130169.98
Rice,Maharashtra,Kharif,4881,25.7,125433.25
Soybean,Tamil Nadu,Rabi,950,29.4,27925.51
Wheat,Punjab,Rabi,715,31.59,22590.26
Maize,Tamil Nadu,Kharif,3659,15.6,57095.99
Rice,Tamil Nadu,Kharif,2575,28.05,72222.28
Soybean,Gujarat,Rabi,933,22.92,21381.15
Maize,Maharashtra,Kharif,3139,31.9,100145.89
Cotton,Maharashtra,Kharif,2249,22.46,50516.92
Soybean,Punjab,Rabi,4646,18.81,87377.41
Maize,Gujarat,Rabi,994,33.45,33246.07
Maize,Tamil Nadu,Rabi,2781,21.25,59104.89
Maize,Maharashtra,Kharif,3080,22.54,69427.48
Soybean,Punjab,Kharif,3659,24.47,89550.6
Rice,Karnataka,Rabi,978,28.7,28067.71
Maize,Maharashtra,Kharif,1851,20.8,38499.06
Maize,Maharashtra,Kharif,3553,33.95,120633.16
Rice,Punjab,Kharif,1643,15.53,25518.51
Rice,Maharashtra,Kharif,3652,23.92,87353.61
Maize,Tamil Nadu,Kharif,2351,30.67,72106.32
Rice,Tamil Nadu,Kharif,3297,32.65,107635.19
Wheat,Punjab,Kharif,1982,17.87,35416.36
Soybean,Gujarat,Rabi,2301,33.21,76419.58
Maize,Gujarat,Kharif,3253,23.84,77552.16
Rice,Maharashtra,Kharif,3350,16.03,53698.16
Maize,Maharashtra,Rabi,2979,33.91,101005.63
Rice,Karnataka,Kharif,2713,31.74,86120.12
Maize,Punjab,Kharif,1014,21.33,21625.69
Maize,Punjab,Rabi,2748,17.38,47748.5
Soybean,Karnataka,Kharif,3461,31.18,107898.85
Soybean,Punjab,Rabi,3170,26.03,82503.32
Maize,Maharashtra,Rabi,3967,26.01,103164.89
Wheat,Gujarat,Kharif,552,34.6,19098.25
Soybean,Maharashtra,Kharif,879,24.62,21640.14
Soybean,Tamil Nadu,Rabi,3548,21.04,74650.14
Cotton,Karnataka,Rabi,4574,30.89,141277.75
Rice,Maharashtra,Rabi,1012,21.8,22063.79
Wheat,Punjab,Rabi,2287,34.15,78112.22
Soybean,Punjab,Rabi,4537,32.81,148867.58
Maize,Gujarat,Kharif,3734,34.09,127277.23
Wheat,Gujarat,Rabi,4056,31.09,126085.22
Wheat,Tamil Nadu,Kharif,4363,17.82,77729.72
Maize,Tamil Nadu,Kharif,827,32.73,27067.35
Wheat,Maharashtra,Rabi,4388,33.04,144978.41
Cotton,Punjab,Rabi,4535,21.75,98657.92
Wheat,Maharashtra,Kharif,3111,20.11,62573.44
Soybean,Maharashtra,Kharif,883,24.22,21383.65
Soybean,Punjab,Kharif,805,34.86,28061.56
Maize,Karnataka,Rabi,4221,34.59,145995.11
Soybean,Karnataka,Rabi,2215,23.49,52038.43
Rice,Karnataka,Rabi,4512,31.55,142367.38
Maize,Maharashtra,Rabi,4979,24.79,123426.01
Rice,Gujarat,Rabi,4846,18.47,89518.65
Rice,Tamil Nadu,Rabi,2417,32.93,79588.98
Maize,Tamil Nadu,Rabi,3795,23.06,87523.11
Wheat,Karnataka,Kharif,1098,18.43,20236.54
Soybean,Tamil Nadu,Rabi,2520,23.02,58009.41
Wheat,Karnataka,Rabi,707,22.22,15710.49
Soybean,Tamil Nadu,Rabi,4236,23.24,98426.04
Wheat,Maharashtra,Rabi,1123,28.08,31533.93
Soybean,Gujarat,Rabi,2059,23.93,49278.82
Cotton,Punjab,Rabi,708,30.21,21388.21
Rice,Maharashtra,Rabi,2573,23.85,61375.79
Soybean,Punjab,Kharif,4256,34.36,146242.64
Cotton,Maharashtra,Rabi,3779,15.61,59003.42
Soybean,Maharashtra,Rabi,1777,24.08,42782.38
Soybean,Gujarat,Rabi,2872,28.7,82412.89
Rice,Maharashtra,Kharif,2419,29.4,71129.58
Soybean,Tamil Nadu,Rabi,3230,22.08,71310.26
Cotton,Tamil Nadu,Kharif,3466,28.36,98279.04
Maize,Punjab,Rabi,2556,26.12,66750.77
Cotton,Gujarat,Kharif,4875,17.25,84100.05
Maize,Karnataka,Kharif,2647,18.05,47769.34
Wheat,Maharashtra,Rabi,2920,20.65,60299.02
Wheat,Karnataka,Rabi,2398,27.97,67064.81
Rice,Punjab,Rabi,2234,15.91,35551.29
Wheat,Punjab,Rabi,3996,25.11,100340.82
Cotton,Gujarat,Rabi,894,31.43,28096.3
Maize,Maharashtra,Rabi,2514,21.0,52782.03
Cotton,Tamil Nadu,Kharif,4207,28.26,118893.57
Maize,Punjab,Kharif,3767,34.63,130448.64
Maize,Tamil Nadu,Kharif,3944,21.38,84320.53
Maize,Maharashtra,Rabi,1635,35.0,57221.84
Wheat,Maharashtra,Rabi,1318,29.8,39271.28
Soybean,Maharashtra,Rabi,2518,33.92,85406.74
Wheat,Gujarat,Rabi,1958,17.28,33842.64
Cotton,Maharashtra,Rabi,2883,23.7,68328.25
Maize,Gujarat,Kharif,1057,22.34,23613.91
Rice,Maharashtra,Rabi,1311,25.43,33340.67
Soybean,Tamil Nadu,Kharif,3763,29.31,110289.34
Soybean,Gujarat,Kharif,1912,24.38,46606.56
Cotton,Karnataka,Rabi,4170,33.94,141512.75
Maize,Karnataka,Kharif,1579,27.27,43067.04
Cotton,Karnataka,Kharif,770,32.27,24846.57
Soybean,Gujarat,Rabi,3274,21.8,71386.43
Rice,Maharashtra,Rabi,1456,15.92,23184.16
Rice,Tamil Nadu,Rabi,2059,16.7,34376.15
Maize,Maharashtra,Kharif,2530,28.78,72805.57
Maize,Punjab,Rabi,3244,33.58,108947.66
Soybean,Maharashtra,Kharif,1117,18.78,20979.11
Maize,Tamil Nadu,Kharif,4075,29.98,122173.18
Wheat,Gujarat,Kharif,2875,23.17,66599.59
Rice,Tamil Nadu,Rabi,2569,25.35,65116.48
Rice,Gujarat,Kharif,4460,20.28,90458.73
Maize,Maharashtra,Rabi,3698,25.32,93634.8
Wheat,Tamil Nadu,Kharif,1265,26.23,33178.19
Soybean,Gujarat,Kharif,1826,29.75,54320.42
Soybean,Karnataka,Rabi,3022,17.48,52828.06
Maize,Gujarat,Rabi,4817,31.9,153685.24
Soybean,Maharashtra,Kharif,802,22.22,17820.84
Soybean,Punjab,Rabi,935,28.3,26462.34
Wheat,Maharashtra,Kharif,934,33.31,31111.57
Maize,Karnataka,Kharif,2464,32.34,79680.55
Maize,Gujarat,Kharif,1698,23.21,39407.05
Cotton,Karnataka,Kharif,4323,25.76,111381.31
Wheat,Karnataka,Rabi,4681,25.49,119322.38
Soybean,Maharashtra,Rabi,3352,22.06,73936.2
Wheat,Gujarat,Kharif,4808,25.7,123587.23
Cotton,Karnataka,Kharif,1641,33.0,54159.89
Rice,Punjab,Rabi,2723,18.27,49739.41
Wheat,Gujarat,Rabi,852,30.73,26182.64
Cotton,Maharashtra,Rabi,2570,28.66,73663.15
Soybean,Punjab,Kharif,4994,16.22,80994.83
Maize,Gujarat,Kharif,1545,20.03,30947.7
Soybean,Karnataka,Kharif,4930,19.1,94147.17
Wheat,Tamil Nadu,Kharif,957,30.39,29081.26
Rice,Tamil Nadu,Rabi,2247,24.14,54245.76
Soybean,Tamil Nadu,Kharif,1210,15.16,18343.03
Cotton,Tamil Nadu,Kharif,2447,25.15,61542.42
Maize,Karnataka,Rabi,4619,33.84,156293.85
Rice,Maharashtra,Kharif,2337,34.76,81242.49
Maize,Gujarat,Rabi,3799,23.86,90629.17
Wheat,Maharashtra,Kharif,1247,32.05,39968.9
Rice,Tamil Nadu,Kharif,1159,28.92,33524.02
Wheat,Gujarat,Kharif,3726,32.94,122716.15
Wheat,Tamil Nadu,Rabi,4668,17.92,83661.33
Cotton,Punjab,Rabi,4017,16.98,68214.23
Soybean,Maharashtra,Rabi,2894,32.06,92772.76
Cotton,Punjab,Kharif,2912,27.38,79742.26
Maize,Gujarat,Kharif,544,29.19,15882.05
Wheat,Gujarat,Kharif,1095,16.48,18044.95
Maize,Maharashtra,Rabi,2073,23.91,49563.68
Cotton,Punjab,Kharif,4415,26.37,116415.68
Cotton,Gujarat,Kharif,4285,25.87,110849.13
Soybean,Maharashtra,Rabi,905,29.52,26719.31
Wheat,Tamil Nadu,Rabi,2501,18.18,45462.16
Maize,Gujarat,Kharif,1585,32.2,51030.72
Soybean,Maharashtra,Kharif,3875,20.49,79388.17
Wheat,Gujarat,Rabi,3322,20.94,69565.63
Soybean,Gujarat,Rabi,2371,25.75,61044.28
Wheat,Tamil Nadu,Rabi,1590,16.91,26885.17
Soybean,Punjab,Kharif,4887,24.17,118122.32
Soybean,Karnataka,Kharif,2513,26.8,67343.07
Maize,Punjab,Rabi,2314,30.38,70305.26
Cotton,Gujarat,Kharif,2727,15.08,41112.22
Soybean,Punjab,Rabi,1042,25.8,26885.02
Maize,Gujarat,Kharif,3233,29.39,95027.76
Soybean,Punjab,Rabi,4615,26.09,120392.62
Wheat,Gujarat,Kharif,2911,32.13,93541.31
Soybean,Gujarat,Kharif,1710,31.8,54375.98
Cotton,Maharashtra,Kharif,2075,33.37,69234.8
Soybean,Karnataka,Kharif,1304,22.77,29687.16
Wheat,Gujarat,Kharif,1021,23.47,23961.78
Wheat,Maharashtra,Kharif,2008,21.82,43805.1
Wheat,Karnataka,Kharif,2830,24.86,70341.23
Soybean,Punjab,Kharif,4342,30.97,134482.48
Rice,Maharashtra,Kharif,4938,20.48,101144.73
Cotton,Maharashtra,Rabi,4727,27.62,130577.47
Cotton,Maharashtra,Kharif,3847,25.0,96160.28
Soybean,Karnataka,Kharif,3798,28.97,110034.23
Cotton,Tamil Nadu,Rabi,1341,32.09,43029.96
Soybean,Maharashtra,Rabi,510,20.53,10469.88
Soybean,Karnataka,Rabi,3753,22.18,83230.4
Rice,Punjab,Rabi,2360,22.89,54028.73
Rice,Maharashtra,Kharif,1952,18.05,35229.16
Soybean,Gujarat,Rabi,1938,32.05,62112.01
Soybean,Karnataka,Rabi,3636,32.36,117664.73
Cotton,Karnataka,Rabi,2001,15.63,31266.15
Soybean,Gujarat,Kharif,3967,22.33,88598.97
Cotton,Gujarat,Rabi,2713,34.65,94014.04
Soybean,Maharashtra,Rabi,1412,34.59,48846.01
Maize,Gujarat,Kharif,1510,23.17,34990.58
Rice,Punjab,Kharif,2172,20.39,44286.9
Soybean,Tamil Nadu,Kharif,4052,17.69,71681.66
Cotton,Gujarat,Kharif,2146,21.66,46489.24
Maize,Karnataka,Rabi,722,21.89,15807.96
Cotton,Karnataka,Kharif,1746,21.48,37505.47
Soybean,Tamil Nadu,Kharif,3997,29.78,119036.14
Soybean,Karnataka,Rabi,548,21.55,11808.85
Soybean,Gujarat,Rabi,2057,29.5,60678.65
Cotton,Gujarat,Kharif,3101,27.43,85052.7
Cotton,Maharashtra,Rabi,2210,26.15,57796.74
Maize,Maharashtra,Kharif,3342,16.12,53860.72
Rice,Maharashtra,Kharif,2764,34.86,96345.93
Soybean,Tamil Nadu,Rabi,4955,25.82,127919.12
Soybean,Tamil Nadu,Kharif,2912,32.67,95132.22
Rice,Maharashtra,Kharif,1403,18.81,26392.66
Cotton,Gujarat,Rabi,1610,27.25,43876.66
Rice,Karnataka,Kharif,3590,30.03,107802.12
Rice,Maharashtra,Rabi,4399,21.49,94532.09
Soybean,Tamil Nadu,Kharif,4890,33.28,162739.25
Cotton,Gujarat,Rabi,3535,19.56,69150.02
Cotton,Gujarat,Kharif,887,32.63,28943.92
Rice,Punjab,Kharif,1002,17.69,17728.37
Rice,Tamil Nadu,Rabi,4109,30.78,126490.17
Wheat,Gujarat,Kharif,3576,25.3,90479.6
Rice,Gujarat,Kharif,4163,33.9,141116.49
Cotton,Gujarat,Kharif,2688,18.15,48799.98
Maize,Tamil Nadu,Rabi,3145,18.61,58541.07
Cotton,Tamil Nadu,Kharif,3325,20.86,69344.7
Maize,Maharashtra,Rabi,3811,16.22,61832.56
Maize,Maharashtra,Kharif,811,15.28,12393.74
Wheat,Punjab,Kharif,3889,28.97,112669.2
Wheat,Tamil Nadu,Rabi,2573,21.0,54039.47
Maize,Karnataka,Kharif,2220,20.33,45123.64
Maize,Punjab,Kharif,1421,26.59,37784.82
Maize,Karnataka,Kharif,915,26.54,24280.68
Maize,Karnataka,Kharif,2388,20.44,48813.94
Rice,Gujarat,Kharif,3042,27.01,82174.52
Cotton,Gujarat,Kharif,1936,19.86,38456.41
Maize,Karnataka,Rabi,650,23.12,15029.64
Wheat,Tamil Nadu,Kharif,2890,19.73,57028.26
Cotton,Punjab,Rabi,2107,27.57,58079.6
Soybean,Karnataka,Kharif,537,17.48,9389.19
Rice,Punjab,Kharif,555,29.82,16551.17
Wheat,Tamil Nadu,Rabi,2513,15.27,38361.93
Rice,Punjab,Kharif,3472,18.09,62810.09
Soybean,Maharashtra,Rabi,3253,19.29,62738.45
Rice,Maharashtra,Rabi,899,29.29,26329.24
Rice,Maharashtra,Kharif,4103,17.78,72933.33
Wheat,Gujarat,Kharif,1712,18.87,32302.24
Rice,Maharashtra,Kharif,1418,30.17,42778.03
Soybean,Tamil Nadu,Rabi,3556,24.28,86339.01
Rice,Tamil Nadu,Rabi,4996,21.05,105145.08
Soybean,Punjab,Rabi,1348,25.64,34559.19
Cotton,Tamil Nadu,Rabi,1001,22.04,22058.48
Maize,Gujarat,Rabi,4464,31.98,142754.32
Cotton,Tamil Nadu,Rabi,2881,22.4,64527.37
Rice,Punjab,Kharif,4034,26.84,108278.3
Rice,Tamil Nadu,Kharif,3389,23.01,77969.7
Soybean,Punjab,Rabi,4469,33.5,149705.95
Cotton,Maharashtra,Kharif,2858,28.74,82145.24
Maize,Karnataka,Kharif,1907,17.16,32730.03
Soybean,Punjab,Rabi,4908,33.91,166438.16
Rice,Karnataka,Kharif,3419,26.51,90623.23
Rice,Karnataka,Rabi,2239,29.12,65195.25
Wheat,Karnataka,Rabi,1590,33.26,52876.17
Maize,Tamil Nadu,Kharif,3835,19.54,74917.53
Wheat,Karnataka,Kharif,2784,33.48,93201.03
Cotton,Tamil Nadu,Kharif,3629,20.48,74326.63
Soybean,Tamil Nadu,Rabi,3055,31.21,95338.21
Soybean,Maharashtra,Kharif,3119,33.16,103436.85
Maize,Gujarat,Kharif,3703,33.05,122376.75
Cotton,Karnataka,Kharif,3928,30.73,120703.56
Soybean,Punjab,Kharif,4935,20.72,102250.18
Soybean,Gujarat,Rabi,2488,25.88,64396.6
Rice,Punjab,Rabi,1417,15.19,21522.0
Soybean,Karnataka,Rabi,4118,32.3,133001.8
Cotton,Gujarat,Kharif,635,32.39,20565.56
Soybean,Punjab,Kharif,4077,15.64,63747.36
Cotton,Karnataka,Rabi,2680,19.93,53402.12
Rice,Punjab,Kharif,725,32.88,23837.22
Rice,Tamil Nadu,Rabi,4610,32.11,148043.5
Maize,Maharashtra,Rabi,1511,15.42,23292.19
Maize,Gujarat,Rabi,3446,27.14,93515.08
Wheat,Punjab,Kharif,3948,15.63,61705.9
Cotton,Punjab,Kharif,557,24.5,13643.77
Maize,Tamil Nadu,Rabi,739,23.37,17267.44
Rice,Karnataka,Rabi,2794,18.16,50743.69
Cotton,Maharashtra,Kharif,3197,31.35,100237.94
Cotton,Punjab,Kharif,1381,20.59,28430.93
Rice,Punjab,Kharif,2850,22.24,63395.99
Maize,Maharashtra,Rabi,805,20.53,16530.4
Maize,Punjab,Rabi,3349,21.87,73235.53
Maize,Karnataka,Rabi,3882,24.86,96494.39
Wheat,Gujarat,Kharif,2787,31.57,87982.04
Maize,Tamil Nadu,Rabi,3566,19.91,71004.85
